locationname,All teeth lost among adults aged >=65 years,Arthritis among adults aged >=18 years,Binge drinking among adults aged >=18 years,Cancer (excluding skin cancer) among adults aged >=18 years,Cervical cancer screening among adult women aged 21-65 years,Cholesterol screening among adults aged >=18 years,Chronic kidney disease among adults aged >=18 years,Chronic obstructive pulmonary disease among adults aged >=18 years,Coronary heart disease among adults aged >=18 years,Current asthma among adults aged >=18 years,Current lack of health insurance among adults aged 18-64 years,Current smoking among adults aged >=18 years,Diagnosed diabetes among adults aged >=18 years,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",High blood pressure among adults aged >=18 years,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Mammography use among women aged 50-74 years,Mental health not good for >=14 days among adults aged >=18 years,No leisure-time physical activity among adults aged >=18 years,Obesity among adults aged >=18 years,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Physical health not good for >=14 days among adults aged >=18 years,Sleeping less than 7 hours among adults aged >=18 years,Stroke among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years
17031070500,5.4,14.6,28.5,5.6,85.6,81.5,1.8,3.1,3.4,7.8,9.5,10.0,4.6,69.8,20.1,23.4,80.2,9.2,13.1,20.5,37.3,28.9,5.9,29.1,1.7,67.4,78.7,71.4
17031070600,3.1,11.9,29.4,4.2,87.5,84.0,1.3,2.4,2.3,7.7,7.7,8.8,3.7,69.4,15.9,21.5,82.6,8.6,10.7,21.6,37.9,33.1,5.3,29.5,1.1,58.8,80.9,70.4
17031070700,5.2,12.0,28.3,3.7,85.3,81.0,1.5,2.9,2.5,8.2,11.1,12.6,4.6,66.0,17.3,21.1,81.7,10.5,14.4,24.0,31.5,30.3,6.6,32.2,1.3,58.2,73.9,69.4
17031071000,5.5,7.2,32.1,2.2,79.0,72.3,0.9,2.3,1.4,9.3,10.7,10.6,2.3,67.4,10.7,13.8,80.6,13.0,11.7,18.0,35.2,31.6,4.9,30.6,0.8,45.5,77.3,68.7
17031071100,4.8,10.1,29.5,3.3,79.9,76.3,1.2,2.7,2.2,9.0,9.5,9.8,3.3,70.8,14.1,18.1,79.7,11.8,12.1,19.2,36.5,34.3,5.6,29.6,1.1,57.4,77.9,70.2
17031071200,4.4,14.2,27.9,5.1,84.0,82.1,1.7,3.1,3.1,8.1,8.6,9.7,4.8,72.3,19.6,23.6,80.5,9.4,12.5,21.5,37.0,33.1,5.9,29.2,1.5,67.0,78.7,71.7
17031071300,3.2,12.3,29.0,4.4,85.4,82.4,1.4,2.5,2.4,7.9,7.5,8.6,3.7,72.8,16.6,21.6,81.3,9.0,10.8,20.6,40.1,35.7,5.2,29.0,1.2,61.8,80.7,70.8
17031071400,4.7,15.6,26.1,5.2,83.9,82.8,1.8,3.5,3.4,8.5,8.9,10.4,5.3,70.1,20.9,25.0,80.8,9.9,13.6,23.1,36.4,33.1,6.8,30.4,1.7,67.8,76.8,72.4
17031071500,2.9,13.0,28.5,4.8,87.2,84.4,1.4,2.5,2.4,7.9,7.1,8.3,3.9,73.5,17.1,22.2,82.2,8.7,10.6,21.2,40.5,35.9,5.2,29.2,1.2,63.5,81.7,71.5
17031071600,4.3,16.4,26.2,5.7,86.2,84.9,1.9,3.5,3.5,8.2,8.0,10.0,5.6,71.4,22.0,26.3,81.8,9.1,13.0,23.2,37.3,32.8,6.6,29.9,1.8,69.1,79.0,73.2
17031071700,4.0,15.6,26.4,5.5,87.2,86.0,1.7,3.2,3.1,8.2,7.9,9.8,5.2,71.0,21.3,25.5,81.9,8.9,12.6,23.1,39.9,34.3,6.4,30.6,1.6,67.7,79.9,73.6
17031071800,3.9,15.0,26.3,5.1,87.2,86.0,1.7,3.1,2.9,8.4,7.8,9.5,5.1,71.2,20.8,24.8,82.8,8.9,12.5,23.5,38.3,34.2,6.2,30.8,1.6,67.0,80.0,73.8
17031080100,4.1,22.7,21.1,8.6,85.8,88.2,2.5,4.5,5.3,8.1,7.7,8.4,7.1,73.7,27.9,32.0,80.2,8.1,14.3,22.4,39.6,34.5,7.6,27.7,2.4,77.3,80.3,77.7
17031080201,3.3,21.5,22.2,8.3,87.6,89.0,2.3,4.0,4.6,7.9,6.8,8.1,6.6,74.7,26.9,31.7,80.9,7.7,12.9,22.2,40.3,36.7,6.9,27.8,2.1,75.8,82.3,77.4
17031080202,3.5,17.4,24.4,6.3,86.0,86.3,1.9,3.5,3.6,8.1,7.4,8.7,5.5,72.9,21.7,27.0,81.3,8.6,12.5,22.2,38.7,35.2,6.5,29.0,1.7,70.5,80.4,74.3
17031080300,3.6,10.6,30.4,3.7,87.5,82.8,1.2,2.2,2.0,7.7,8.3,9.5,3.4,70.8,15.4,19.7,82.1,9.0,11.0,21.4,38.4,34.7,5.1,30.7,1.1,56.6,79.5,69.3
17031080400,15.4,19.2,21.1,4.5,81.8,79.8,2.8,5.8,4.2,11.6,16.3,19.3,9.5,60.4,29.8,25.7,82.7,14.8,24.2,34.1,24.8,23.1,11.4,40.0,3.2,69.2,59.5,75.5
17031081000,9.0,17.8,24.0,5.7,78.4,78.9,2.4,4.7,4.7,9.1,12.5,12.9,7.1,68.6,24.4,25.9,79.2,11.9,18.2,23.6,32.6,27.5,8.5,32.3,2.5,71.9,70.4,73.2
17031081100,4.9,14.2,26.2,4.6,82.5,82.0,1.8,3.3,3.1,8.4,9.3,10.6,5.4,68.5,20.8,23.7,80.9,10.2,13.7,23.4,36.5,33.5,6.7,32.1,1.7,66.6,75.9,72.4
17031081201,3.8,18.0,23.7,6.9,83.4,84.9,2.0,3.5,4.1,8.1,7.7,7.9,5.7,74.2,22.8,27.1,80.5,8.6,12.8,20.4,40.1,34.5,6.3,28.1,1.9,73.6,81.1,75.6
17031081202,3.9,25.5,19.2,9.9,86.0,90.2,2.8,4.9,6.0,7.9,7.1,8.0,8.0,74.9,30.8,34.7,80.0,7.6,14.7,22.5,39.6,34.3,8.0,27.1,2.7,79.3,81.2,79.7
17031081300,4.3,24.8,18.7,9.3,84.5,89.4,2.9,4.9,6.1,7.9,7.5,8.2,8.3,72.6,30.7,34.3,80.2,7.7,15.3,22.6,38.6,33.1,8.1,28.0,2.8,79.1,79.4,79.2
17031081401,5.2,22.3,19.8,8.1,82.0,86.3,2.7,4.7,5.6,8.0,9.4,9.3,7.8,72.3,28.2,31.3,80.1,8.6,16.3,22.3,37.7,31.9,8.2,29.7,2.6,77.1,76.4,77.2
17031081402,3.9,15.6,23.8,5.5,84.6,85.8,1.8,3.1,3.4,7.6,8.4,8.8,5.5,71.1,20.6,25.4,81.0,8.3,13.0,21.2,38.7,34.4,6.2,30.5,1.7,68.7,78.7,73.7
17031081403,3.5,12.5,25.7,4.3,83.6,83.4,1.5,2.5,2.5,7.5,8.5,8.9,4.3,70.6,17.3,22.2,81.6,8.5,12.2,20.6,38.2,35.0,5.5,31.0,1.3,62.7,78.2,71.4
17031081500,3.6,13.8,26.1,4.8,84.2,84.0,1.6,2.8,3.0,7.6,8.4,9.2,4.8,70.8,18.9,23.9,81.7,8.7,12.5,21.4,38.2,34.7,5.9,30.6,1.4,65.4,78.3,71.8
17031081600,3.6,11.7,28.5,4.2,84.8,82.3,1.4,2.4,2.5,7.5,8.4,9.3,4.0,70.7,17.1,21.5,81.5,8.8,11.5,20.8,39.0,34.1,5.3,30.6,1.2,61.2,78.6,70.1
17031081700,3.6,10.7,28.4,3.6,84.7,82.8,1.3,2.2,2.1,7.6,8.9,8.8,3.9,69.2,16.0,20.0,83.1,8.7,11.4,21.4,37.5,33.6,5.2,31.2,1.1,58.9,78.4,70.2
17031081800,2.7,9.6,31.0,3.4,87.6,82.9,1.1,2.0,1.7,7.4,7.6,9.0,2.9,70.8,13.7,18.7,82.5,8.6,10.1,20.5,39.0,36.7,4.6,30.5,0.9,52.6,80.4,68.5
17031081900,10.3,19.1,21.4,5.3,85.5,84.4,2.6,4.9,4.4,9.8,12.7,14.8,8.7,64.7,28.9,27.0,82.4,11.3,20.0,30.1,30.1,26.3,9.6,36.7,2.9,71.4,67.6,76.2
17031090100,7.7,24.4,21.7,8.4,85.1,87.3,2.7,6.1,6.1,8.5,11.1,13.1,8.2,67.0,29.7,32.9,77.5,10.0,19.1,25.1,36.4,29.9,9.9,30.8,2.9,75.2,74.5,76.5
17031090200,6.1,20.8,24.4,7.3,86.7,86.5,2.2,4.8,4.7,8.3,10.1,12.1,6.6,69.1,25.8,30.0,78.0,9.5,16.4,24.2,38.2,31.9,8.2,30.4,2.3,72.1,77.2,74.8
17031090300,6.5,22.9,22.7,8.0,86.8,87.9,2.5,5.4,5.4,8.4,10.0,12.5,7.4,69.7,28.3,32.1,77.2,9.4,17.6,24.8,37.1,31.3,8.9,30.4,2.6,74.2,76.7,76.1
17031100100,9.4,22.9,22.6,7.2,83.5,85.3,2.7,6.4,5.9,8.8,14.1,15.6,8.4,64.0,28.4,31.6,77.4,11.2,21.1,26.5,33.4,27.6,10.6,32.7,2.9,73.2,70.3,74.6
17031100200,8.8,24.3,22.3,8.0,84.3,85.9,2.8,6.5,6.1,8.8,13.0,15.0,8.4,65.9,29.4,32.4,76.7,10.8,20.7,26.5,34.4,28.6,10.5,32.1,3.0,74.3,71.6,75.5
17031100300,8.5,28.8,18.6,10.5,84.5,88.1,3.4,7.0,7.6,8.4,11.8,11.9,9.4,67.1,34.7,35.7,77.5,9.3,21.5,24.0,35.4,26.6,10.7,29.4,3.7,79.6,74.1,79.2
17031100400,7.7,23.5,22.2,7.9,85.4,87.2,2.6,6.0,5.7,8.7,11.7,13.6,8.0,67.4,28.9,32.3,77.2,10.3,19.1,25.6,35.7,30.1,9.9,31.4,2.8,74.2,74.2,75.8
17031100500,8.2,24.3,21.5,8.1,84.9,87.4,2.7,6.4,6.1,8.7,12.2,14.1,8.6,66.8,29.2,32.7,77.3,10.5,20.2,25.6,35.2,29.8,10.4,31.7,3.0,74.8,73.0,76.2
17031100600,9.3,23.7,21.9,7.6,83.8,85.5,2.8,6.5,6.1,8.7,13.8,15.1,8.8,64.1,29.9,32.8,77.1,10.9,21.4,26.5,33.7,28.1,10.7,32.6,3.0,74.3,70.5,75.3
17031100700,7.8,25.1,20.5,8.7,84.6,87.6,2.9,6.3,6.4,8.3,12.5,12.9,9.0,67.0,31.1,33.9,77.2,9.8,20.8,24.9,35.0,29.5,10.2,31.1,3.1,76.6,73.6,77.1
17031110100,9.7,23.3,21.9,7.0,82.6,84.8,2.8,6.7,6.0,9.0,14.5,16.1,8.9,62.9,28.5,31.8,77.2,11.5,21.9,27.6,33.3,28.2,11.0,33.4,3.0,72.7,68.4,74.6
17031110200,9.8,22.6,22.0,7.2,81.7,84.4,2.7,6.3,5.8,8.7,15.8,15.4,8.5,64.5,28.0,31.1,77.2,11.3,22.4,25.8,32.9,27.2,10.6,33.2,2.9,73.4,68.9,74.5
17031110300,10.8,24.3,21.2,7.3,81.6,84.9,2.9,7.1,6.5,9.0,15.6,16.5,9.7,62.0,29.8,32.7,77.0,11.8,23.7,27.9,31.8,26.7,11.8,33.8,3.2,73.8,67.2,75.0
17031110400,8.7,21.9,22.6,7.0,83.7,84.6,2.6,5.9,5.4,8.6,14.7,14.6,8.3,64.9,28.4,31.6,77.2,10.8,21.0,26.3,33.9,29.1,10.2,32.8,2.7,72.8,70.6,74.5
17031110501,8.1,20.6,22.3,6.5,83.0,85.5,2.4,5.5,5.0,8.4,15.2,14.3,8.3,64.3,26.5,30.5,77.8,10.6,20.8,25.6,33.8,30.0,9.8,33.0,2.5,71.7,70.8,74.3
17031110502,9.1,20.6,22.8,6.3,82.4,84.3,2.4,5.8,5.1,8.7,15.8,16.1,8.2,63.8,26.2,29.7,77.1,11.4,21.8,26.5,32.8,28.4,10.1,33.8,2.6,70.7,68.5,73.4
17031120100,5.8,23.2,21.5,8.3,86.5,89.3,2.5,5.2,5.4,8.2,9.2,11.1,7.7,69.6,28.3,32.7,78.7,8.8,16.9,24.2,37.7,32.3,8.7,29.8,2.6,75.2,78.2,77.3
17031120200,6.2,23.6,20.7,8.3,85.6,88.8,2.7,5.6,5.8,8.2,10.0,11.5,8.4,69.0,29.2,33.4,78.3,9.1,17.8,24.0,37.4,32.1,9.2,30.1,2.7,75.8,76.6,77.3
17031120300,5.3,22.1,20.3,8.0,85.0,89.4,2.5,4.8,5.2,7.8,9.7,10.3,8.0,69.2,27.7,32.4,78.5,8.3,17.0,22.6,38.0,32.8,8.3,30.0,2.5,75.7,77.9,77.5
17031120400,9.2,21.6,21.3,6.4,82.2,85.3,2.6,6.0,5.5,8.6,16.4,15.2,9.3,62.3,28.0,31.6,77.4,11.1,22.7,26.9,32.4,28.6,10.9,34.0,2.8,72.4,68.3,74.4
17031130100,10.3,31.1,13.6,10.3,76.9,87.6,4.2,8.1,9.8,8.2,14.0,12.1,14.1,64.5,40.2,40.3,75.5,9.2,26.4,23.0,32.2,26.6,12.7,30.9,4.7,83.9,67.4,81.2
17031130200,5.7,21.7,20.7,7.6,85.4,88.5,2.5,4.9,5.2,7.9,11.8,10.8,8.3,68.5,28.1,32.2,79.2,8.7,17.9,23.9,37.3,32.5,8.7,30.7,2.5,74.9,76.4,76.8
17031130300,11.0,19.9,19.3,5.4,76.0,82.3,2.7,6.0,5.6,8.5,19.0,16.7,10.3,58.5,27.7,31.0,77.2,11.7,25.5,25.5,29.5,26.8,11.2,36.1,2.9,72.2,62.5,73.8
17031140100,13.4,14.8,22.7,3.2,75.7,75.2,2.3,5.2,4.1,9.2,27.4,20.3,8.9,50.5,23.7,25.7,77.9,14.8,28.3,31.0,23.9,23.7,12.1,38.6,2.3,60.9,53.8,69.1
17031140200,13.5,15.2,22.6,3.6,73.5,75.5,2.4,5.1,4.5,9.5,25.1,17.9,9.1,52.0,22.3,25.2,77.4,14.7,27.1,27.4,25.5,22.7,11.1,36.7,2.4,64.5,57.3,70.5
17031140301,14.4,16.2,20.1,3.7,74.0,76.8,2.6,5.5,5.0,8.7,30.6,19.7,10.9,49.5,26.2,28.8,76.6,13.6,31.2,28.6,24.5,23.4,12.7,38.4,2.7,65.9,52.7,70.0
17031140302,10.7,18.9,20.1,5.6,78.7,82.7,2.7,5.2,5.6,8.1,21.7,14.8,9.9,59.2,27.4,29.7,77.7,10.8,25.3,25.3,29.6,24.7,10.4,34.9,2.8,72.1,63.6,73.6
17031140400,8.8,19.1,21.3,5.8,80.3,83.5,2.5,5.2,5.0,8.1,18.3,14.2,9.0,61.7,27.4,30.8,77.0,10.4,22.6,24.9,32.5,28.5,9.8,33.9,2.5,71.7,68.0,73.7
17031140500,10.9,17.9,22.5,4.8,79.7,81.2,2.5,5.4,4.8,8.5,23.1,16.4,9.3,57.1,25.2,28.4,78.3,12.2,25.3,29.4,28.9,26.3,11.0,35.8,2.5,67.3,62.1,71.7
17031140601,13.1,18.1,21.0,4.5,77.7,80.2,2.8,5.7,5.3,8.7,29.8,17.6,10.9,52.5,25.7,28.8,75.6,12.9,29.7,29.3,26.0,24.7,12.3,36.8,2.8,67.7,57.0,71.4
17031140602,12.4,15.3,22.6,3.6,78.4,78.2,2.4,4.9,4.1,8.8,28.0,17.9,9.1,53.0,23.4,25.9,78.8,13.5,27.6,30.9,25.7,24.3,11.5,37.5,2.3,62.8,57.0,70.0
17031140701,8.8,13.0,24.9,3.4,80.9,79.5,1.9,3.8,3.3,8.0,24.1,15.5,7.4,55.7,20.8,24.3,78.5,11.7,23.2,27.5,27.8,27.7,9.1,36.1,1.8,60.3,63.4,69.3
17031140702,12.0,14.8,23.4,3.6,79.3,77.3,2.3,4.8,4.0,8.7,29.5,17.8,8.8,53.2,23.7,26.4,77.7,13.4,27.7,30.4,26.2,24.9,11.2,36.6,2.2,62.2,57.5,69.2
17031140800,8.3,16.0,24.2,4.7,83.0,81.8,2.1,4.3,4.0,8.1,18.5,14.2,7.4,61.4,23.2,26.7,78.8,10.8,20.6,27.0,31.7,28.5,8.9,33.6,2.0,65.6,67.9,71.3
17031150200,9.6,19.7,23.3,5.6,82.5,82.7,2.4,5.7,4.9,8.9,17.2,16.2,8.2,60.8,26.2,29.4,77.8,12.1,22.0,28.3,31.6,28.3,10.7,34.5,2.5,69.0,67.0,72.6
17031150300,8.8,20.9,23.3,6.5,83.4,84.2,2.4,5.7,5.1,8.7,15.6,14.8,7.9,64.3,27.1,30.5,77.8,11.1,20.9,26.5,33.8,28.7,10.0,32.7,2.6,71.7,70.5,73.8
17031150401,9.4,21.8,23.0,6.7,83.0,83.8,2.6,6.1,5.4,8.7,16.5,15.7,8.5,62.9,28.1,31.3,76.8,11.2,22.1,27.1,32.5,28.1,10.5,33.2,2.7,72.0,69.0,73.9
17031150402,9.7,20.7,23.3,6.2,83.0,83.6,2.5,5.9,5.2,8.7,17.5,15.9,8.4,62.1,26.5,29.9,77.3,11.7,22.3,27.8,31.4,27.8,10.5,34.1,2.6,70.3,68.0,73.2
17031150501,9.3,22.5,22.7,7.2,83.3,84.8,2.6,6.1,5.7,8.7,15.2,14.9,8.4,64.0,28.2,31.4,75.5,11.0,21.5,26.2,34.1,28.4,10.2,32.8,2.8,73.0,70.5,74.6
17031150502,11.3,22.7,21.5,6.4,81.6,83.6,2.8,6.9,6.0,9.2,18.2,17.3,9.7,60.7,28.5,31.3,77.2,12.5,24.5,29.4,30.6,26.7,12.0,34.8,3.0,72.0,64.7,73.9
17031150600,10.2,20.0,24.0,5.8,82.6,83.2,2.4,5.9,5.0,8.8,19.3,16.4,8.3,61.0,25.4,29.0,77.2,11.9,23.0,28.3,31.8,27.4,10.5,34.2,2.6,69.0,67.1,72.6
17031150700,10.9,21.1,22.4,6.0,81.5,83.4,2.7,6.3,5.5,8.9,20.3,16.4,9.4,59.6,27.3,30.4,77.7,12.2,24.3,29.5,30.1,26.5,11.5,34.4,2.8,70.6,65.1,73.2
17031150800,10.9,18.5,23.4,5.1,81.7,81.7,2.5,5.6,4.7,8.9,23.6,16.6,8.7,59.0,25.2,28.6,77.4,12.3,24.7,29.2,29.8,25.9,11.0,34.9,2.5,67.1,63.7,71.6
17031151001,11.8,19.4,22.5,5.3,81.3,80.8,2.7,5.9,5.2,8.9,25.6,16.2,9.6,57.7,27.3,30.1,76.9,12.5,26.4,30.5,28.2,25.3,11.6,35.0,2.7,69.0,62.5,72.2
17031151002,12.7,18.7,23.0,4.8,80.2,80.6,2.6,6.0,4.9,9.1,27.7,18.2,9.6,55.7,25.8,28.9,77.3,13.2,27.7,31.2,27.0,25.2,12.0,36.0,2.6,66.7,59.5,70.9
17031151100,13.5,22.1,21.6,5.9,79.7,81.6,2.9,7.2,6.1,9.4,23.8,18.5,10.3,57.8,28.7,31.5,76.3,13.4,27.6,30.8,28.3,25.1,13.0,35.3,3.1,70.7,60.8,72.7
17031151200,11.2,22.0,21.9,6.4,81.5,83.3,2.8,6.6,5.8,8.8,20.5,16.8,9.7,60.4,28.9,31.8,76.7,11.8,25.1,28.9,29.9,26.6,11.5,34.2,3.0,72.0,64.9,73.7
17031160100,8.4,19.6,22.7,5.9,82.8,83.8,2.4,5.3,4.8,8.5,16.1,14.7,8.3,62.9,26.8,30.1,78.1,11.0,21.2,26.7,33.1,29.1,9.9,33.8,2.5,70.5,69.3,73.5
17031160200,6.0,18.0,24.3,5.8,85.2,85.2,2.1,4.4,4.0,8.1,13.3,12.6,7.0,65.5,24.9,29.0,78.7,9.9,18.0,25.3,35.4,31.2,8.3,32.3,2.0,69.7,74.3,73.6
17031160300,7.7,18.0,24.2,5.5,82.6,83.2,2.3,4.7,4.4,8.4,14.8,14.5,7.5,63.8,25.3,28.0,79.1,10.9,19.4,26.7,33.1,29.5,9.1,34.3,2.3,68.3,69.6,72.8
17031160400,9.7,17.3,23.9,4.7,82.5,81.5,2.3,5.1,4.4,8.6,20.9,16.3,8.2,58.8,24.9,27.9,78.7,12.0,23.0,29.1,29.6,27.5,10.2,34.9,2.3,66.0,64.9,71.3
17031160501,11.0,15.8,22.6,4.2,80.6,80.3,2.4,4.7,4.3,8.5,26.1,15.8,9.1,55.2,24.0,26.9,78.4,12.2,25.5,29.4,28.1,25.9,10.6,35.8,2.3,65.0,61.6,71.0
17031160502,11.5,16.1,23.3,4.0,80.0,79.1,2.4,5.1,4.2,8.9,27.3,18.7,8.9,55.0,23.5,26.5,78.2,13.4,27.2,31.0,25.7,25.2,11.3,37.0,2.3,63.2,58.4,69.9
17031160601,8.3,14.7,25.2,4.2,83.6,80.8,2.0,4.1,3.4,8.5,19.4,15.0,6.8,59.6,21.4,24.9,79.0,11.5,20.5,27.9,31.1,28.3,8.9,34.5,1.8,62.0,67.3,70.4
17031160602,8.5,15.4,24.7,4.2,83.1,80.2,2.1,4.3,3.7,8.5,20.4,15.7,7.4,59.8,23.2,26.2,79.0,11.9,22.0,28.4,30.4,27.8,9.5,35.2,2.0,63.7,65.7,70.6
17031160700,9.5,18.8,22.0,5.7,82.1,82.7,2.6,5.1,5.0,8.2,21.1,14.2,9.2,60.0,27.1,30.0,78.1,11.0,23.5,27.5,30.6,27.1,10.3,33.8,2.6,70.4,66.6,73.1
17031160800,9.1,16.3,24.2,4.7,82.3,81.7,2.3,4.6,4.1,8.4,23.0,15.0,8.1,60.2,23.3,26.9,78.1,11.7,23.3,28.2,30.2,27.8,9.8,34.8,2.1,65.5,65.4,71.1
17031160900,6.3,18.3,23.9,5.8,85.4,85.6,2.2,4.4,4.2,8.1,13.8,12.4,7.3,65.3,25.0,28.8,79.7,9.8,18.2,26.3,34.3,30.4,8.6,32.4,2.1,69.5,73.8,73.8
17031161000,6.1,17.7,25.4,5.7,85.9,84.7,2.0,4.3,3.9,8.3,12.8,12.8,6.4,66.9,23.7,27.8,79.3,10.1,16.8,25.6,34.9,31.1,8.1,31.9,2.0,68.0,74.5,72.9
17031161100,5.8,17.5,25.1,5.8,87.1,86.7,2.0,4.2,3.9,8.1,11.5,12.2,6.4,67.4,23.3,27.7,79.2,9.5,16.1,25.1,36.4,32.3,8.0,32.0,2.0,67.7,76.0,73.4
17031161200,10.5,17.0,23.0,4.6,81.3,81.6,2.4,4.9,4.5,8.4,25.9,15.7,9.1,56.6,25.0,28.4,77.6,11.9,25.8,29.3,27.9,26.2,10.7,35.1,2.3,66.8,63.1,71.2
17031161300,13.0,19.8,22.4,5.2,80.3,80.7,2.8,6.4,5.4,9.1,26.2,18.0,9.9,58.0,27.3,29.8,77.3,13.2,27.3,31.5,27.5,25.2,12.3,35.9,2.9,68.8,59.9,71.7
17031170100,12.7,35.0,15.4,11.7,81.2,88.0,4.5,10.1,10.6,9.2,15.4,14.7,13.2,64.0,41.4,40.0,75.5,10.8,28.3,27.3,31.6,25.2,14.6,31.4,5.3,82.5,66.3,80.8
17031170200,9.2,20.8,23.5,6.3,82.9,83.2,2.5,5.9,5.1,8.8,17.4,15.4,8.4,63.1,27.4,30.9,77.5,11.6,22.0,27.3,32.4,28.6,10.4,33.5,2.6,71.1,69.2,73.4
17031170300,10.5,22.2,22.8,6.7,81.9,83.3,2.7,6.5,5.9,8.9,17.3,16.4,9.0,61.8,28.9,31.8,76.5,11.9,23.2,27.8,31.4,27.2,11.1,33.5,2.9,72.6,67.1,73.7
17031170400,10.3,23.3,22.7,7.1,82.6,84.0,2.8,6.8,6.1,9.0,16.3,16.5,9.1,63.4,29.6,32.4,76.4,11.8,22.6,27.6,32.4,27.8,11.3,33.3,3.0,73.3,67.9,74.2
17031170500,8.7,22.6,23.4,7.1,84.0,84.9,2.5,6.2,5.5,8.8,14.3,15.4,8.2,65.1,28.4,31.6,77.1,11.2,20.9,27.1,33.3,28.7,10.3,33.0,2.7,72.5,71.1,74.4
17031170600,9.5,24.0,22.5,7.5,83.5,84.8,2.7,6.7,6.0,8.9,14.0,16.1,8.8,63.3,30.1,32.9,77.0,11.5,22.2,26.8,32.9,27.8,11.0,33.1,3.0,73.9,70.0,75.1
17031170700,9.3,22.9,23.3,7.2,84.2,84.8,2.6,6.4,5.8,8.8,14.8,15.6,8.3,64.8,28.5,31.6,76.4,11.3,21.3,26.7,33.6,28.4,10.5,32.7,2.9,72.8,70.4,74.3
17031170800,11.1,22.6,23.3,6.6,81.8,82.7,2.6,6.8,5.7,9.2,17.3,17.9,8.7,61.6,28.4,31.4,76.7,12.5,23.5,28.1,31.6,27.0,11.3,34.1,2.9,71.7,66.3,73.3
17031170900,13.2,23.1,22.1,6.5,81.9,82.2,2.9,7.4,6.2,9.4,20.1,19.1,9.7,58.6,29.5,32.0,75.1,13.2,26.3,29.7,30.8,25.8,12.6,35.0,3.2,71.7,62.5,73.1
17031171000,11.5,23.5,22.3,6.8,81.4,83.3,2.9,7.2,6.2,9.2,17.7,17.5,9.5,61.4,29.8,32.5,76.6,12.3,24.0,28.6,30.7,26.3,11.8,34.1,3.2,72.9,65.8,74.0
17031171100,8.6,19.9,23.4,6.1,83.1,83.5,2.5,5.4,5.0,8.4,17.6,14.3,8.3,62.9,26.4,30.0,78.3,11.1,21.4,26.9,32.2,28.1,10.0,33.1,2.5,70.7,69.7,73.4
17031180100,12.5,22.8,21.6,6.4,81.1,82.6,3.0,7.0,6.3,9.1,22.0,17.4,10.2,59.4,29.4,31.8,76.8,12.7,26.7,30.2,29.2,25.0,12.4,35.0,3.2,72.0,62.8,73.6
17031190100,16.2,20.0,21.0,4.9,78.9,78.2,3.2,6.8,6.0,9.2,34.9,18.8,11.9,52.3,29.3,31.1,77.0,13.9,32.6,33.8,23.5,21.7,13.9,36.6,3.2,68.7,53.1,70.9
17031190200,13.8,17.7,22.3,4.6,80.4,79.0,2.7,5.7,5.0,8.9,32.9,17.3,10.2,53.2,26.7,29.4,76.2,13.2,29.8,31.8,26.2,24.6,12.3,35.9,2.6,66.5,57.4,70.5
17031190300,14.7,20.6,21.9,5.3,79.5,80.3,2.9,7.0,5.8,9.3,28.9,18.9,10.7,54.9,28.3,30.9,76.2,13.9,29.7,32.0,26.6,23.9,13.5,35.9,3.1,69.2,57.3,71.5
17031190401,12.8,20.4,21.3,5.4,79.9,81.9,2.9,6.4,5.8,8.8,27.0,17.3,10.9,56.5,27.8,30.6,77.2,12.7,28.4,31.6,27.2,24.8,12.6,35.8,3.0,69.9,59.4,72.4
17031190402,14.3,20.0,21.8,5.1,79.7,79.5,2.9,6.6,5.6,9.2,29.4,18.3,10.6,54.6,28.5,30.8,77.1,13.6,29.8,32.1,26.4,23.4,13.1,36.3,3.0,68.9,57.6,71.5
17031190601,12.8,16.9,22.4,4.3,80.8,79.7,2.7,5.1,4.7,8.5,32.6,16.2,10.0,52.5,25.6,28.0,78.3,12.8,29.6,32.4,25.5,23.2,11.8,36.3,2.5,65.5,58.1,70.7
17031190602,13.9,18.4,22.1,4.8,81.0,80.1,2.8,5.9,5.3,8.9,33.4,17.1,10.6,54.5,27.7,29.7,77.0,12.9,30.1,32.3,25.8,23.2,12.4,36.2,2.9,67.9,57.5,71.1
17031190701,18.6,18.5,21.3,4.1,77.7,78.6,3.1,6.8,5.5,9.7,38.5,21.4,11.6,47.7,25.7,28.2,76.9,15.7,35.2,35.5,22.8,20.4,15.0,38.3,3.0,64.5,48.8,69.3
17031190702,20.2,18.6,21.2,4.2,77.3,75.5,3.2,7.0,5.8,9.8,40.3,21.9,11.8,46.9,27.7,29.3,76.2,15.7,35.9,36.3,22.0,20.3,15.2,38.2,3.1,64.3,47.1,69.1
